id,name,lat,lng,nation,naissance,mort,c_date,e,e_date,genre,ocupation,link,WP
725,Jeremy Gray,51.5074456,-0.1277653,Royaume-Uni,1947-04-25,,1993-10-09,317,2005-12-28,Homme,editeur,,https://fr.wikipedia.org/wiki/Jeremy_Gray
729,David King,51.5074456,-0.1277653,Royaume-Uni,1941-01-01,,1986-11-30,257,1991-01-30,Homme,de l'astronomie,,https://fr.wikipedia.org/wiki/David_A._King
737,Martin Rudwick,51.5074456,-0.1277653,Royaume-Uni,1932-03-26,,1983-04-15,329,2005-12-28,Homme,de la geographie,,https://fr.wikipedia.org/wiki/Martin_J._S._Rudwick
751,Klaus Hentschel,51.1638175,10.4478313,Suisse,1961-04-04,,2005-12-28,375,2012-07-12,Homme,editeur,,https://en.wikipedia.org/wiki/Klaus_Hentschel
762,Antoni Malet,41.3828939,2.1774322,Espagne,1950-02-23,,2005-12-28,413,2016-12-17,Homme,editeur,,https://fr.wikipedia.org/wiki/Antoni_Malet
770,Lay-Yong Lam,1.357107,103.8194992,Singapour,1936-12-02,,1986-11-30,280,1995-02-02,Femme,editeur,,https://fr.wikipedia.org/wiki/Lam_Lay_Yong
775,Sergey Demidov,55.625578,37.6063916,URSS,1942-12-30,,1986-11-30,268,1993-10-09,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Sergue%C3%AF_Sergue%C3%AFevitch_Demidov
778,Galina Matvievskaya,48.4680221,35.0417711,URSS,1930-07-13,1991-01-30,1991-01-30,278,1995-02-02,Femme,des mathematiques,,https://fr.wikipedia.org/wiki/Galina_Matvievska%C3%AFa
779,Aleksej Postnikov,61.0666922,-107.991707,URSS,1939-03-28,,2002-05-28,363,2010-04-12,Homme,de la geographie,,https://fr.wikipedia.org/wiki/Alexe%C3%AF_Postnikov
793,Hendrik Bos,52.24764975,5.54124685,Denmark,1940-07-17,2024-02-12,1984-11-09,250,1988-11-09,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Henk_Bos
794,Floris Cohen,52.24764975,5.54124685,Pays-Bas,1946-01-07,,1995-02-02,376,2012-07-12,Homme,,,https://en.wikipedia.org/wiki/Floris_Cohen
795,Jan Hogendijk,52.24764975,5.54124685,Pays-Bas,1955-07-21,,1988-11-09,271,1993-10-09,Homme,des mathematiques,,https://en.wikipedia.org/wiki/Floris_Cohen
808,Jeanne Peiffer,49.8158683,6.1296751,Luxembourg,1948-08-20,,1993-10-09,296,1999-05-05,Femme,editeure,,https://fr.wikipedia.org/wiki/Jeanne_Peiffer
815,Michio Yano,35.6821936,139.762221,Japon,1944-01-06,,1988-11-09,285,1997-05-28,Homme,traducteur,,https://ja.wikipedia.org/wiki/%E7%9F%A2%E9%87%8E%E9%81%93%E9%9B%84
819,Marco Beretta,41.8933203,12.4829321,Italie,1962-09-20,,2005-12-28,402,2015-05-30,Homme,conservateur museal,,https://fr.wikipedia.org/wiki/Marco_Beretta
832,Ugo Cassina,41.8933203,12.4829321,Italie,1897-01-04,1964-06-10,1961-02-20,137,1963-06-26,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Ugo_Cassina
842,Enrico Giusti,41.8933203,12.4829321,Italie,1940-10-28,2024-03-26,1995-02-02,316,2005-12-28,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Enrico_Giusti
843,Arturo Castiglioni,39.7837304,-100.445882,Italie,1874-10-04,1952-01-21,1935-04-03,59,1948-01-04,Homme,,,https://en.wikipedia.org/wiki/Arturo_Castiglioni
854,Maurice Caullery,46.603354,1.8883335,France,1868-05-09,1958-07-13,1929-03-20,73,1950-03-15,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Maurice_Caullery
855,Luigi Pepe,41.8933203,12.4829321,Italie,1947-03-08,,2010-04-12,407,2015-05-30,Homme,,,https://it.wikipedia.org/wiki/Luigi_Pepe_(matematico)
865,Maurice-Louis Caveing,46.603354,1.8883335,France,1923-09-06,2019-06-09,1983-04-15,245,1986-11-30,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Maurice_Caveing
873,Patrice Bret,46.603354,1.8883335,France,1949-02-28,,2007-01-12,396,2015-05-30,Homme,de la technique,,https://fr.wikipedia.org/wiki/Patrice_Bret
886,Jean Dhombres,46.603354,1.8883335,France,1942-08-27,,1986-11-30,262,1991-01-30,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Jean_Dhombres
896,Danielle Jacquart,46.603354,1.8883335,France,1947-06-11,,1986-11-30,270,1993-10-09,Femme,de la medecine,,https://fr.wikipedia.org/wiki/Danielle_Jacquart
910,Kezhen Zhu,22.3027,114.1772,Chine,1890-07-03,1974-07-02,1958-08-21,128,1961-02-20,Homme,de la geographie,,https://en.wikipedia.org/wiki/Chu_Coching
914,Isabelle Pantin,46.603354,1.8883335,France,1952-01-01,,2007-01-12,412,2016-12-17,Femme,traductrice,,https://fr.wikipedia.org/wiki/Isabelle_Pantin
932,Debru Claude,46.603354,1.8883335,France,1944-03-12,,2005-12-18,373,2012-12-07,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Claude_Debru
937,Alexander Jones,51.0447,-114.0719,Canada,1960-01-01,,1993-09-10,355,2010-12-04,Homme,de la physique,,https://fr.wikipedia.org/wiki/Alexander_Jones_(historien_des_sciences)
939,Anto Leikola,63.2467777,25.9209164,Finlande,1937-08-06,,1983-04-15,350,2007-12-01,Homme,de la biologie,,https://fi.wikipedia.org/wiki/Anto_Leikola
943,Bernard Cohen,39.7837304,-100.445882,Etats Unis,1914-01-03,2003-06-20,1949-06-15,80,1956-07-16,Homme,traducteur,,https://fr.wikipedia.org/wiki/I._Bernard_Cohen
944,Dun Liu,22.198745,113.543873,Chine,1947-07-23,,1993-12-10,301,2002-05-28,Homme,editeur,,https://zh.wikipedia.org/wiki/%E5%88%98%E9%92%9D
971,Jose Babini,-34.6037181,-58.38153,Chili et Argentine,1897-10-05,1984-05-18,1948-04-01,99,1958-08-21,Homme,de la technique,,https://fr.wikipedia.org/wiki/Jos%C3%A9_Babini
982,Helene Metzger,46.603354,1.8883335,France,1889-08-26,1944-07-03,,15,1928-08-17,Femme,de la chimie,,https://fr.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_Metzger
983,Sonja Brentjes,51.1638175,10.4478313,Allemagne,1951-01-01,1995-02-02,1995-02-02,302,2002-05-28,Femme,editeur,,https://fr.wikipedia.org/wiki/Sonja_Brentjes
984,Mirko Grmek,45.8130967,15.9772795,France,1924-09-01,2000-06-03,1961-02-20,152,1966-10-15,Homme,editeur,,https://fr.wikipedia.org/wiki/Mirko_Grmek
985,Henry Guerlac,39.7837304,-100.445882,Etats Unis,1910-06-14,1985-05-29,1951-03-10,85,1957-09-11,Homme,de la chimie,,https://fr.wikipedia.org/wiki/Henry_Guerlac
986,Gino Loria,41.8933203,12.4829321,Italie,1862-05-19,1954-01-30,,9,1928-06-11,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Gino_Loria
989,Charles Singer,51.5074456,-0.1277653,Royaume-Uni,1876-02-11,1960-10-06,,5,1928-08-17,Homme,de la technique,,https://fr.wikipedia.org/wiki/Charles_Singer
990,Adolf Youschkevich,46.4843023,30.7322878,URSS,1906-07-15,1993-07-17,1971-02-20,115,1965-06-26,Homme,editeur,,https://fr.wikipedia.org/wiki/Adolf_P._Youschkevitch
991,William Shea,43.6532,-79.3832,Canada,1937-05-16,1978-06-21,1978-06-21,247,1988-11-09,Homme,de la physique,,https://fr.wikipedia.org/wiki/William_Ren%C3%A9_Shea
992,Frederick Simon Bodenheimer,32.0852997,34.7818064,Israel,1897-06-06,1959-04-10,1935-04-03,63,1948-01-04,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Friedrich_Simon_Bodenheimer
993,Vincenzo Cappelletti,41.8933203,12.4829321,Italie,1930-02-08,2020-05-21,1976-05-04,217,1981-03-20,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Vincenzo_Cappelletti
994,Alistair Crombie,-24.7761086,134.755,Royaume-Uni,1915-04-11,1996-09-02,1957-11-09,93,1958-08-21,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Alistair_Cameron_Crombie
995,Alfred Hall,51.5074456,-0.1277653,Royaume-Uni,1920-07-26,2009-05-02,1957-09-11,135,1963-06-26,Homme,biographe,,https://fr.wikipedia.org/wiki/Alfred_Rupert_Hall
996,Willy Hartner,51.1638175,10.4478313,Allemagne,1905-01-22,1981-05-16,1972-03-05,86,1957-09-11,Homme,de l'astronomie,,https://fr.wikipedia.org/wiki/Willy_Hartner
997,Jose Millas Vallicrosa,41.3828939,2.1774322,Espagne,1897-11-29,1970-09-26,1935-03-04,45,1937-10-03,Homme,traducteur,,https://fr.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Mill%C3%A1s_Vallicrosa
999,Arnold Reymond,46.7985624,8.2319736,Suisse,1874-03-21,1958-11-01,1939-05-21,32,1947-02-10,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Arnold_Reymond
1000,Karl Sudhoff,51.3406321,12.3747329,Allemagne,1853-11-26,1938-08-10,,6,1928-08-17,Homme,de la medecine,,https://fr.wikipedia.org/wiki/Karl_Sudhoff
1001,Quido Vetter,47.59397,14.12456,Tchecoslovaquie,1881-05-06,1960-10-20,1929-05-21,33,1933-06-02,Homme,des mathematiques,,https://de.wikipedia.org/wiki/Quido_Vetter
1003,Pierre Sergescu,44.4361414,26.1027202,Roumanie,1893-12-17,1954-12-21,1934-03-02,41,1935-04-03,Homme,de l'art,,https://fr.wikipedia.org/wiki/Petre_Sergescu
1004,Eberhard Knobloch,50.11056,8.68222,Allemagne,1943-06-11,,1984-11-09,249,1988-11-09,Homme,traducteur,,https://fr.wikipedia.org/wiki/Eberhard_Knobloch
1005,Aldo Mieli,41.8933203,12.4829321,Italie,1879-04-12,1950-02-16,,1,1928-08-17,Homme,de la chimie,,https://fr.wikipedia.org/wiki/Aldo_Mieli
1006,Pierre Costabel,46.603354,1.8883335,France,1912-10-25,1989-11-20,1961-02-20,134,1963-06-26,Homme,de la physique,,https://fr.wikipedia.org/wiki/Pierre_Costabel
1008,Alexandre Koyre,46.603354,1.8883335,France,1892-08-29,1964-04-28,1950-03-15,75,1952-05-03,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Alexandre_Koyr%C3%A9
1011,Efthymios Nicolaidis,38.9953683,21.9877132,Grece,1954-01-01,,2002-05-28,348,2007-01-12,Homme,de la physique,,https://fr.wikipedia.org/wiki/Efthymios_Nicolaidis
1012,Emmanuel Poulle,46.603354,1.8883335,France,1928-08-06,2011-01-08,1969-12-01,215,1981-03-20,Homme,archiviste,,https://fr.wikipedia.org/wiki/Emmanuel_Poulle
1013,John North,51.5074456,-0.1277653,Royaume-Uni,1934-05-19,2008-10-31,1967-12-24,183,1971-01-11,Homme,de l'astronomie,,https://fr.wikipedia.org/wiki/John_North
1014,Ernest Wickersheimer,46.603354,1.8883335,France,1880-12-07,1965-06-08,1929-03-20,27,1930-02-15,Homme,bibliothecaire,,https://fr.wikipedia.org/wiki/Ernest_Wickersheimer
1015,Samuel Dickstein,52.2319581,21.0067249,Pologne,1851-12-05,1939-09-28,1930-02-15,36,1934-02-03,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Samuel_Dickstein_(math%C3%A9maticien)
1016,George Sarton,39.7837304,-100.445882,Etats Unis,1884-08-31,1956-03-22,,3,1928-02-12,Homme,editeur,,https://fr.wikipedia.org/wiki/George_Sarton
1017,David Smith,39.7837304,-100.445882,Lithuanie,1860-01-21,1944-07-29,,11,1928-06-11,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/David_Eugene_Smith
1018,Julian Ribera y Tarrago,41.3828939,2.1774322,Espagne,1858-02-19,1934-02-05,,19,1928-12-26,Homme,traducteur,,https://fr.wikipedia.org/wiki/Juli%C3%A1n_Ribera_y_Tarrag%C3%B3
1019,Michela Malpangotto,41.8933203,12.4829321,France,1976-10-23,,2015-05-30,438,2019-05-25,Femme,des mathematiques,,https://fr.wikipedia.org/wiki/Michela_Malpangotto
1021,Maurice Crosland,51.5074456,-0.1277653,Royaume-Uni,1931-03-19,2020-08-30,1971-11-01,204,1976-04-05,Homme,de l'astronomie,,https://de.wikipedia.org/wiki/Maurice_Crosland
1028,Roshdi Rashed,30.0443879,31.2357257,France,1936-05-04,,1978-06-21,226,1983-04-15,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Roshdi_Rashed
1029,Shigeru Nakayama,35.6821936,139.762221,Japon,1928-06-22,2014-10-05,1963-06-26,235,1986-11-30,Homme,de l'astronomie,,https://en.wikipedia.org/wiki/Shigeru_Nakayama
1031,Abdelhamid Ibrahim Sabra,30.0443879,31.2357257,Egypte,1924-08-07,2013-12-18,1976-04-05,229,1984-09-11,Homme,de la physique,,https://fr.wikipedia.org/wiki/Abdelhamid_I._Sabra
1033,Guy Beaujouan,46.603354,1.8883335,France,1925-06-23,2007-05-10,1952-03-05,167,1967-12-24,Homme,conservateur,,https://fr.wikipedia.org/wiki/Guy_Beaujouan
1034,Asot Grigoryan,39.68182601,46.96105957,URSS,1910-03-21,1997-01-01,1960-02-15,141,1963-06-26,Homme,de la physique,,https://fr.wikipedia.org/wiki/Achot_Grigorian
1035,Gerald Holton,39.7837304,-100.445882,Etats Unis,1922-05-23,,1965-06-26,165,1968-08-21,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Gerald_Holton
1036,Christoph J. Scriba,51.1638175,10.4478313,Allemagne,1929-06-10,2013-07-26,1967-12-24,192,1971-01-11,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Christoph_Scriba
1037,Kurt Vogel,51.1638175,10.4478313,Allemagne,1888-09-30,1985-10-27,1931-02-15,121,1961-02-20,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Kurt_Vogel
1038,John Murdoch,39.7837304,-100.445882,Etats Unis,1927-10-05,2010-09-16,1967-12-24,199,1974-02-18,Homme,de la medecine,,https://fr.wikipedia.org/wiki/John_E._Murdoch
1039,Semion Mikoulinski,49.4871968,31.2718321,URSS,1919-02-04,1991-03-07,1963-06-26,185,1971-01-11,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Semion_Mikulinski
1040,Nikolaj Figurovskij,59.07303659,42.27264404,URSS,1901-11-24,1986-08-05,2024-08-21,114,1960-02-15,Homme,de la chimie,,https://fr.wikipedia.org/wiki/Nikolaj_Figurovskij
1041,Georges Canguilhem,46.603354,1.8883335,France,1904-04-06,1995-11-09,1958-08-21,108,1960-02-15,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Georges_Canguilhem
1042,Joan Vernet i Gines,41.3828939,2.1774322,Espagne,1923-07-31,2011-07-23,1957-09-11,107,1960-02-15,Homme,traducteur,,https://fr.wikipedia.org/wiki/Joan_Vernet
1045,Marshall Clagett,39.7837304,-100.445882,Etats Unis,1916-01-23,2005-10-21,1957-11-09,94,1958-08-21,Homme,,,https://fr.wikipedia.org/wiki/Marshall_Clagett
1046,Charles Gillispie,39.7837304,-100.445882,Etats Unis,1918-06-08,2015-06-10,1958-08-21,133,1963-06-26,Homme,editeur,,https://fr.wikipedia.org/wiki/Charles_Gillispie
1047,Aydin Sayili,38.9597594,34.9249653,Turquie,1913-02-05,1993-10-15,1957-11-09,126,1961-02-20,Homme,,,https://en.wikipedia.org/wiki/Ayd%C4%B1n_Say%C4%B1l%C4%B1
1048,Marcel Florkin,50.6402809,4.6667145,Belgique,1900-08-15,1979-03-05,1955-07-15,118,1961-02-20,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Marcel_Florkin
1049,Aleksander Birkenmajer,52.2319581,21.0067249,Pologne,1890-08-07,1967-09-30,1929-03-20,56,1947-03-06,Homme,de la philosophie,,https://en.wikipedia.org/wiki/Aleksander_Birkenmajer
1050,Robert Forbes,52.24764975,5.54124685,Pays-Bas,1900-04-21,1973-01-13,1948-03-05,72,1950-03-15,Homme,de la technique,,https://fr.wikipedia.org/wiki/Robert_Jacobus_Forbes
1051,Bohumil Nemec,50.0596288,14.44645927,Yugoslavie,1873-12-03,1966-07-04,1935-04-03,62,1948-01-04,Homme,homme d'etat,,https://cs.wikipedia.org/wiki/Bohumil_N%C4%9Bmec
1052,Douglas Mckie,51.5074456,-0.1277653,Royaume-Uni,1896-07-15,1967-08-20,1947-03-06,70,1949-06-15,Homme,de la chimie,,https://fr.wikipedia.org/wiki/Douglas_McKie
1053,John Fulton,39.7837304,-100.445882,Etats Unis,1899-01-11,1960-05-29,1937-10-03,71,1949-06-15,Homme,de la medecine,,https://fr.wikipedia.org/wiki/John_Farquhar_Fulton
1054,Marie-Therese D'Alverny,46.603354,1.8883335,France,1903-01-25,1991-04-26,1960-02-15,143,1965-06-26,Femme,bibliothecaire,,https://fr.wikipedia.org/wiki/Marie-Th%C3%A9r%C3%A8se_d'Alverny
1055,Armando Cortesao,38.7077507,-9.1365919,Portugal,1891-01-30,1977-11-29,,55,1947-03-06,Homme,de la geographie,,https://fr.wikipedia.org/wiki/Armando_Cortes%C3%A3o
1056,Roberto Almagia,41.8933203,12.4829321,Italie,1884-06-17,1962-05-13,1929-05-21,24,1930-02-15,Homme,de la geographie,,https://it.wikipedia.org/wiki/Roberto_Almagi%C3%A0
1057,Dorothea Singer,51.5074456,-0.1277653,Royaume-Uni,1882-12-17,1964-06-24,,22,1928-12-26,Femme,des mathematiques,,https://fr.wikipedia.org/wiki/Dorothea_Waley_Singer
1058,Gustav Senn,46.7985624,8.2319736,Suisse,1875-09-11,1945-10-07,1935-04-03,44,1937-10-03,Homme,de la biologie,,https://fr.wikipedia.org/wiki/Gustav_Senn
1059,Max Meyerhof,51.1638175,10.4478313,Egypte,1874-03-21,1945-04-20,1929-03-20,29,1931-02-15,Homme,traducteur,,https://de.wikipedia.org/wiki/Max_Meyerhof
1060,Henri-Ernest Sigerist,39.7837304,-100.445882,Suisse,1891-07-04,1957-03-17,,4,1928-08-17,Homme,de la medecine,,https://fr.wikipedia.org/wiki/Henry_Sigerist
1061,Abel Rey,46.603354,1.8883335,France,1873-12-29,1940-01-13,,2,1928-08-17,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Abel_Rey
1062,Florian Cajori,39.7837304,-100.445882,Etats Unis,1859-02-28,1930-08-14,,8,1928-06-11,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Florian_Cajori
1063,Paul Diepgen,50.11056,8.68222,Allemagne,1878-11-24,1966-02-01,1929-03-20,28,1930-02-15,Homme,de la medecine,,https://en.wikipedia.org/wiki/Paul_Diepgen
1064,Pierre Brunet,46.603354,1.8883335,France,1893-04-24,1950-11-30,1931-02-15,35,1934-02-03,Homme,de la physique,,https://de.wikipedia.org/wiki/Pierre_Brunet_(Wissenschaftshistoriker)
1065,Ubiratan D'Ambrosio,-23.5475,-46.63611,Bresil,1932-08-12,2021-12-05,2010-04-12,403,2015-05-30,Homme,des mathematiques,,https://fr.wikipedia.org/wiki/Ubirat%C3%A0n_D%27Ambrosio
1067,Robert Halleux,50.6402809,4.6667145,Belgique,1946-08-18,,1981-03-20,236,1986-11-30,Homme,de la chimie,,https://fr.wikipedia.org/wiki/Robert_Halleux
1068,Michel Blay,46.603354,1.8883335,France,1948-05-13,,1993-10-09,294,1999-05-05,Homme,philosophe des sciences,,https://fr.wikipedia.org/wiki/Michel_Blay
1074,Maurice Daumas,46.603354,1.8883335,France,1910-12-19,1984-03-18,1957-09-11,92,1958-08-21,Homme,de la technique,,https://fr.wikipedia.org/wiki/Maurice_Daumas_(chimiste)
1189,Brigitte Hoppe,51.1638175,10.4478313,Allemagne,1935-03-17,,1983-04-15,299,2002-03-28,Femme,de la biologie,,https://de.wikipedia.org/wiki/Brigitte_Hoppe
1193,Christoph Meinel,51.1638175,10.4478313,Allemagne,1949-11-28,,1993-09-10,326,2005-12-28,Homme,editeur,,https://en.wikipedia.org/wiki/Christoph_Meinel
